n1,n2,n3,n4,n5,n6,info_concurso
7,31,36,45,56,57,Concurso 237 (16/09/2000)
10,25,50,52,57,60,Concurso 236 (09/09/2000)
2,22,29,31,41,55,Concurso 235 (02/09/2000)
15,25,41,42,45,54,Concurso 234 (26/08/2000)
3,7,24,32,36,45,Concurso 233 (19/08/2000)
19,22,29,37,41,59,Concurso 232 (12/08/2000)
16,27,36,42,44,59,Concurso 231 (05/08/2000)
8,40,41,44,53,56,Concurso 230 (29/07/2000)
11,13,21,33,39,45,Concurso 229 (22/07/2000)
13,16,40,43,45,59,Concurso 228 (15/07/2000)
11,26,27,37,42,48,Concurso 227 (08/07/2000)
1,2,38,49,50,59,Concurso 226 (01/07/2000)
2,4,16,21,37,58,Concurso 225 (24/06/2000)
7,16,18,20,21,44,Concurso 224 (17/06/2000)
2,6,22,24,28,58,Concurso 223 (10/06/2000)
5,19,30,48,52,55,Concurso 222 (03/06/2000)
13,27,43,50,54,58,Concurso 221 (27/05/2000)
13,14,36,53,55,60,Concurso 220 (20/05/2000)
23,26,28,36,42,49,Concurso 219 (13/05/2000)
12,17,40,42,47,54,Concurso 218 (06/05/2000)
3,27,32,45,49,51,Concurso 217 (29/04/2000)
14,18,30,35,42,59,Concurso 216 (22/04/2000)
7,28,37,46,53,58,Concurso 215 (15/04/2000)
6,12,30,31,35,50,Concurso 214 (08/04/2000)
3,9,23,30,32,35,Concurso 213 (01/04/2000)
6,15,29,45,57,59,Concurso 212 (25/03/2000)
10,20,33,40,45,50,Concurso 211 (18/03/2000)
20,32,37,38,48,58,Concurso 210 (11/03/2000)
13,21,26,32,41,52,Concurso 209 (04/03/2000)
15,23,24,25,47,57,Concurso 208 (26/02/2000)
3,7,19,24,53,55,Concurso 207 (19/02/2000)
18,20,26,34,51,56,Concurso 206 (12/02/2000)
26,32,40,43,46,54,Concurso 205 (05/02/2000)
29,31,39,41,51,58,Concurso 204 (29/01/2000)
11,19,29,44,47,55,Concurso 203 (22/01/2000)
12,24,44,45,49,53,Concurso 202 (15/01/2000)
5,20,22,30,35,55,Concurso 201 (08/01/2000)
12,15,19,34,44,51,Concurso 200 (31/12/1999)
10,16,37,50,52,57,Concurso 199 (24/12/1999)
1,8,18,23,35,40,Concurso 198 (18/12/1999)
5,12,15,19,29,52,Concurso 197 (11/12/1999)
7,9,14,17,24,32,Concurso 196 (04/12/1999)
3,9,17,32,37,44,Concurso 195 (27/11/1999)
25,28,32,33,42,43,Concurso 194 (20/11/1999)
4,11,12,19,43,49,Concurso 193 (13/11/1999)
1,26,28,41,54,60,Concurso 192 (06/11/1999)
1,3,5,23,41,58,Concurso 191 (31/10/1999)
5,10,21,32,40,42,Concurso 190 (24/10/1999)
4,15,31,38,41,53,Concurso 189 (16/10/1999)
17,27,34,42,43,46,Concurso 188 (10/10/1999)
6,36,41,44,48,58,Concurso 187 (02/10/1999)
14,23,24,25,26,51,Concurso 186 (25/09/1999)
17,22,43,46,55,59,Concurso 185 (18/09/1999)
9,16,21,34,41,60,Concurso 184 (11/09/1999)
2,7,11,16,40,44,Concurso 183 (04/09/1999)
3,5,10,28,46,60,Concurso 182 (28/08/1999)
1,27,33,35,51,55,Concurso 181 (21/08/1999)
6,23,29,39,51,60,Concurso 180 (14/08/1999)
5,6,23,26,27,53,Concurso 179 (07/08/1999)
5,15,19,26,27,33,Concurso 178 (31/07/1999)
22,35,38,39,41,59,Concurso 177 (24/07/1999)
1,3,4,28,45,53,Concurso 176 (17/07/1999)
1,10,13,20,42,50,Concurso 175 (10/07/1999)
11,22,23,36,52,59,Concurso 174 (03/07/1999)
17,28,29,42,49,50,Concurso 173 (26/06/1999)
10,14,26,35,36,49,Concurso 172 (19/06/1999)
4,27,40,43,46,54,Concurso 171 (12/06/1999)
7,41,46,51,55,58,Concurso 170 (05/06/1999)
1,13,21,37,51,52,Concurso 169 (29/05/1999)
2,9,31,35,45,50,Concurso 168 (22/05/1999)
1,11,28,33,38,48,Concurso 167 (15/05/1999)
12,13,22,57,59,60,Concurso 166 (08/05/1999)
10,19,23,35,39,56,Concurso 165 (01/05/1999)
4,10,14,19,28,44,Concurso 164 (24/04/1999)
8,27,36,41,53,56,Concurso 163 (17/04/1999)
21,23,33,38,48,51,Concurso 162 (10/04/1999)
6,25,30,37,39,41,Concurso 161 (03/04/1999)
2,13,42,52,54,58,Concurso 160 (27/03/1999)
9,11,16,35,50,58,Concurso 159 (20/03/1999)
4,14,17,43,51,58,Concurso 158 (13/03/1999)
4,13,17,21,41,44,Concurso 157 (06/03/1999)
17,23,42,49,52,55,Concurso 156 (27/02/1999)
12,30,32,35,43,44,Concurso 155 (20/02/1999)
8,10,24,33,45,48,Concurso 154 (13/02/1999)
2,30,31,42,45,47,Concurso 153 (06/02/1999)
5,12,15,29,51,58,Concurso 152 (30/01/1999)
3,16,20,43,52,56,Concurso 151 (23/01/1999)
12,44,50,52,54,55,Concurso 150 (16/01/1999)
7,11,20,28,45,48,Concurso 149 (09/01/1999)
32,35,41,55,58,59,Concurso 148 (31/12/1998)
6,16,23,24,28,38,Concurso 147 (24/12/1998)
25,32,34,42,51,60,Concurso 146 (19/12/1998)
15,16,31,41,43,51,Concurso 145 (12/12/1998)
8,32,36,44,45,55,Concurso 144 (05/12/1998)
6,18,20,40,50,53,Concurso 143 (28/11/1998)
8,15,19,20,54,59,Concurso 142 (21/11/1998)
10,13,22,41,42,58,Concurso 141 (14/11/1998)
7,31,41,44,46,55,Concurso 140 (07/11/1998)
3,13,26,27,41,42,Concurso 139 (31/10/1998)
5,14,27,37,40,41,Concurso 138 (24/10/1998)
15,16,19,22,26,49,Concurso 137 (17/10/1998)
1,17,25,38,45,59,Concurso 136 (10/10/1998)
21,22,35,40,53,59,Concurso 135 (03/10/1998)
4,25,32,36,52,60,Concurso 134 (26/09/1998)
5,6,19,34,39,57,Concurso 133 (19/09/1998)
7,9,35,41,44,50,Concurso 132 (12/09/1998)
4,9,17,27,30,44,Concurso 131 (05/09/1998)
13,29,38,42,49,53,Concurso 130 (29/08/1998)
1,9,10,32,46,54,Concurso 129 (22/08/1998)
3,9,18,21,23,43,Concurso 128 (15/08/1998)
21,29,50,51,54,59,Concurso 127 (08/08/1998)
6,10,11,28,32,40,Concurso 126 (01/08/1998)
25,41,47,53,56,59,Concurso 125 (25/07/1998)
5,15,34,41,52,57,Concurso 124 (18/07/1998)
13,14,16,26,32,42,Concurso 123 (11/07/1998)
11,17,20,39,43,53,Concurso 122 (04/07/1998)
2,29,41,44,53,55,Concurso 121 (27/06/1998)
3,16,27,40,45,46,Concurso 120 (20/06/1998)
1,21,36,38,47,50,Concurso 119 (13/06/1998)
9,22,25,37,56,57,Concurso 118 (06/06/1998)
20,25,27,33,42,53,Concurso 117 (30/05/1998)
5,13,32,36,42,51,Concurso 116 (23/05/1998)
4,6,14,20,24,38,Concurso 115 (16/05/1998)
6,12,18,37,47,54,Concurso 114 (09/05/1998)
7,26,28,34,54,55,Concurso 113 (02/05/1998)
12,20,34,37,42,43,Concurso 112 (25/04/1998)
4,22,25,32,33,52,Concurso 111 (18/04/1998)
18,31,43,52,57,58,Concurso 110 (11/04/1998)
1,13,44,48,49,54,Concurso 109 (04/04/1998)
21,24,29,34,59,60,Concurso 108 (29/03/1998)
2,4,16,24,51,52,Concurso 107 (22/03/1998)
5,16,24,35,38,39,Concurso 106 (15/03/1998)
3,13,31,43,46,49,Concurso 105 (08/03/1998)
1,4,13,21,38,52,Concurso 104 (01/03/1998)
1,7,9,49,54,57,Concurso 103 (22/02/1998)
19,20,37,42,44,56,Concurso 102 (15/02/1998)
1,18,29,31,37,39,Concurso 101 (08/02/1998)
14,29,30,46,48,51,Concurso 100 (01/02/1998)
11,24,30,33,46,60,Concurso 99 (25/01/1998)
13,14,31,33,35,43,Concurso 98 (18/01/1998)
5,11,14,35,53,56,Concurso 97 (11/01/1998)
4,7,26,40,42,58,Concurso 96 (04/01/1998)
6,40,45,46,50,60,Concurso 95 (28/12/1997)
8,18,28,51,52,55,Concurso 94 (21/12/1997)
2,22,28,31,36,53,Concurso 93 (14/12/1997)
1,3,5,23,24,51,Concurso 92 (07/12/1997)
2,4,10,35,39,60,Concurso 91 (30/11/1997)
9,21,26,40,52,54,Concurso 90 (23/11/1997)
13,34,42,44,55,59,Concurso 89 (16/11/1997)
4,18,29,37,43,45,Concurso 88 (09/11/1997)
4,5,11,28,32,40,Concurso 87 (02/11/1997)
6,21,22,34,36,54,Concurso 86 (26/10/1997)
6,15,30,37,45,47,Concurso 85 (19/10/1997)
4,6,10,25,34,40,Concurso 84 (12/10/1997)
4,15,16,24,42,57,Concurso 83 (05/10/1997)
15,18,29,36,51,53,Concurso 82 (28/09/1997)
10,23,41,47,54,60,Concurso 81 (21/09/1997)
23,28,37,40,48,51,Concurso 80 (14/09/1997)
2,13,17,25,31,43,Concurso 79 (07/09/1997)
12,22,25,31,32,46,Concurso 78 (31/08/1997)
21,29,40,49,54,57,Concurso 77 (24/08/1997)
8,17,18,23,33,53,Concurso 76 (17/08/1997)
21,24,35,36,37,49,Concurso 75 (10/08/1997)
2,24,34,37,38,50,Concurso 74 (03/08/1997)
25,26,28,45,51,57,Concurso 73 (27/07/1997)
1,19,34,43,44,48,Concurso 72 (20/07/1997)
16,27,33,43,45,53,Concurso 71 (13/07/1997)
17,23,27,40,43,58,Concurso 70 (06/07/1997)
25,34,45,53,56,58,Concurso 69 (29/06/1997)
1,3,12,13,53,59,Concurso 68 (22/06/1997)
12,14,17,27,47,52,Concurso 67 (15/06/1997)
12,13,15,26,33,48,Concurso 66 (08/06/1997)
1,5,20,25,32,34,Concurso 65 (01/06/1997)
8,12,23,50,54,60,Concurso 64 (25/05/1997)
9,25,26,40,41,49,Concurso 63 (18/05/1997)
6,8,13,24,31,52,Concurso 62 (11/05/1997)
8,18,29,42,44,59,Concurso 61 (04/05/1997)
3,14,15,20,21,38,Concurso 60 (27/04/1997)
2,8,13,28,34,54,Concurso 59 (20/04/1997)
12,27,30,37,44,49,Concurso 58 (13/04/1997)
7,16,17,27,34,59,Concurso 57 (06/04/1997)
2,7,20,35,51,59,Concurso 56 (30/03/1997)
2,14,23,29,38,52,Concurso 55 (23/03/1997)
5,9,18,21,36,56,Concurso 54 (16/03/1997)
3,13,16,38,42,46,Concurso 53 (09/03/1997)
15,30,38,46,58,59,Concurso 52 (02/03/1997)
17,23,24,25,42,47,Concurso 51 (23/02/1997)
6,16,21,44,57,58,Concurso 50 (16/02/1997)
7,13,33,35,43,55,Concurso 49 (09/02/1997)
2,5,28,34,47,50,Concurso 48 (02/02/1997)
3,17,25,35,48,56,Concurso 47 (26/01/1997)
1,23,24,32,46,60,Concurso 46 (19/01/1997)
7,30,37,44,53,55,Concurso 45 (12/01/1997)
14,18,29,38,44,47,Concurso 44 (05/01/1997)
2,6,17,25,26,58,Concurso 43 (29/12/1996)
7,11,19,24,33,36,Concurso 42 (22/12/1996)
12,26,35,38,39,47,Concurso 41 (15/12/1996)
3,5,8,12,46,47,Concurso 40 (08/12/1996)
12,16,37,45,52,56,Concurso 39 (01/12/1996)
10,42,43,45,54,55,Concurso 38 (24/11/1996)
6,7,22,38,52,60,Concurso 37 (17/11/1996)
3,13,17,25,29,51,Concurso 36 (10/11/1996)
4,16,21,23,54,57,Concurso 35 (03/11/1996)
13,15,17,40,53,57,Concurso 34 (27/10/1996)
5,17,33,39,42,49,Concurso 33 (20/10/1996)
5,14,33,36,43,44,Concurso 32 (13/10/1996)
17,19,28,45,48,56,Concurso 31 (06/10/1996)
7,14,15,29,38,50,Concurso 30 (29/09/1996)
3,8,14,43,56,58,Concurso 29 (22/09/1996)
3,6,22,24,54,60,Concurso 28 (15/09/1996)
13,17,20,33,44,51,Concurso 27 (08/09/1996)
10,22,50,53,57,58,Concurso 26 (01/09/1996)
24,43,50,54,55,56,Concurso 25 (25/08/1996)
1,8,14,28,33,43,Concurso 24 (19/08/1996)
17,37,39,51,52,59,Concurso 23 (12/08/1996)
1,9,31,38,46,56,Concurso 22 (05/08/1996)
6,33,36,46,49,53,Concurso 21 (29/07/1996)
11,25,28,30,33,51,Concurso 20 (22/07/1996)
5,10,12,24,25,60,Concurso 19 (15/07/1996)
23,27,36,37,42,56,Concurso 18 (08/07/1996)
6,10,13,19,20,51,Concurso 17 (01/07/1996)
20,32,34,49,58,60,Concurso 16 (24/06/1996)
12,33,35,51,52,60,Concurso 15 (17/06/1996)
2,16,23,27,47,53,Concurso 14 (10/06/1996)
18,32,47,50,54,56,Concurso 13 (03/06/1996)
4,16,19,20,27,43,Concurso 12 (27/05/1996)
15,25,37,38,58,59,Concurso 11 (20/05/1996)
4,18,21,25,38,57,Concurso 10 (13/05/1996)
8,43,54,55,56,60,Concurso 9 (06/05/1996)
4,17,37,38,47,53,Concurso 8 (29/04/1996)
3,5,20,21,38,56,Concurso 7 (22/04/1996)
7,13,19,22,40,47,Concurso 6 (15/04/1996)
1,2,6,16,19,46,Concurso 5 (08/04/1996)
1,5,6,27,42,59,Concurso 4 (01/04/1996)
10,11,29,30,36,47,Concurso 3 (25/03/1996)
9,37,39,41,43,49,Concurso 2 (18/03/1996)
4,5,30,33,41,52,Concurso 1 (11/03/1996)
